NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
3,Unidade da Federação,38,Reais,2927.62,25,Paraíba,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,1158.52,25,Paraíba,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,603.43,25,Paraíba,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,850.29,25,Paraíba,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,220.10,25,Paraíba,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,587.35,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,963.56,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,489.24,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,227.17,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,135.18,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,72.99,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,38.76,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,344.50,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,474.70,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,126.02,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,74.33,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,31.76,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,18.97,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,13.67,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,486.34,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,710.50,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,229.88,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,131.06,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,74.94,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,42.58,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,24.85,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,688.70,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,960.95,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,479.69,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,235.26,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,149.10,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,76.43,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,45.08,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,944.58,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1682.80,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,915.63,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,469.89,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,302.11,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,142.40,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,77.59,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1107.40,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2719.08,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1839.22,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,689.70,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,374.02,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,256.61,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,105.69,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1366.79,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,3405.69,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,3131.58,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,1168.28,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,501.00,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,324.00,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,158.73,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,2106.02,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,5229.75,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,3608.14,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,1347.60,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,1661.75,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,678.43,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,195.82,26,Pernambuco,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,390.71,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,723.51,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,320.60,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,186.00,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,88.90,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,49.34,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,16.76,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,269.13,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,450.51,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,100.16,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,90.92,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,35.10,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,28.00,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,7.64,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,382.08,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,661.16,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,174.32,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,137.17,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,68.28,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,36.11,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,13.84,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,540.63,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,957.61,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,491.09,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,291.55,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,137.56,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,81.96,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,26.86,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,639.89,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1730.68,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,896.52,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,391.50,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,233.39,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,85.34,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,49.46,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,832.50,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2017.63,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1695.28,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,587.97,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,538.39,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,115.90,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,48.19,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,953.16,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2298.09,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1809.36,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,660.26,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,630.58,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,242.16,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,77.99,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1814.49,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,3232.58,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,7217.66,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,2874.57,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,394.23,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,518.66,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,96.41,27,Alagoas,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,794.97,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,929.35,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,529.36,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,284.77,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,161.35,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,73.72,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,45.64,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,405.37,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,474.63,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,95.71,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,88.27,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,20.64,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,21.45,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,12.40,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,621.48,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,660.07,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,214.14,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,188.04,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,46.25,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,38.07,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,24.82,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,927.25,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,937.43,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,477.75,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,264.96,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,146.68,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,73.67,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,47.95,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1333.91,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1453.54,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1037.76,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,540.71,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,386.54,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,126.22,28,Sergipe,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103592,2.1.8 Recreação e cultura
